16 Oct 2022 12:31:07,0.0,0.0,0.0,0.0
16 Oct 2022 12:31:08,0.0,0.0,0.0,0.0
16 Oct 2022 12:31:10,0.0,0.0,0.0,812.0
16 Oct 2022 12:31:13,0.0,0.0,0.0,162.5004882812
16 Oct 2022 12:31:15,0.0,0.0,,158.9970092773
16 Oct 2022 12:31:17,0.0,0.0,0.0,158.9970092773
16 Oct 2022 12:31:19,0.0,0.0,0.0,158.9970092773
16 Oct 2022 12:31:21,0.0,0.0,0.0,160.5111083984
16 Oct 2022 12:31:23,0.0,0.0,0.0,167.1868133544
16 Oct 2022 12:31:25,0.0,0.0,0.0,
16 Oct 2022 12:31:27,0.0,0.0,0.0,164.5619506835
16 Oct 2022 12:31:30,0.0,0.0,0.0,164.5619506835
16 Oct 2022 12:31:31,0.0,0.0,0.0,162.2143859863
16 Oct 2022 12:31:33,0.0,0.0,0.0,162.2143859863
16 Oct 2022 12:31:36,0.0,0.0,0.0,167.9980926513
16 Oct 2022 12:31:38,0.0,0.0,0.0,167.9980926513
16 Oct 2022 12:31:40,0.0,0.0,0.0,162.0891571044
16 Oct 2022 12:31:42,0.0,0.0,0.0,159.7710418701
16 Oct 2022 12:31:44,0.0,0.0,,159.7710418701
16 Oct 2022 12:31:46,0.0,0.0,0.0,159.5074768066
16 Oct 2022 12:32:18,0.0,0.0,0.0,0.0
16 Oct 2022 12:32:20,0.0,0.0,0.0,0.0
16 Oct 2022 12:32:22,0.0,0.0,0.0,0.0
16 Oct 2022 12:32:24,0.0,0.0,0.0,157.9048461914
16 Oct 2022 12:32:26,0.0,0.0,,162.5870666503
16 Oct 2022 12:32:28,0.0,0.0,0.0,162.5870666503
16 Oct 2022 12:32:30,0.0,0.0,0.0,162.5870666503
16 Oct 2022 12:32:33,0.0,0.0,0.0,161.3447113037
16 Oct 2022 12:32:35,0.0,0.0,0.0,161.9160308837
16 Oct 2022 12:32:37,0.0,0.0,0.0,
16 Oct 2022 12:32:38,0.0,0.0,0.0,159.2183685302
16 Oct 2022 12:32:41,0.0,0.0,0.0,159.2183685302
16 Oct 2022 12:32:43,0.0,0.0,0.0,161.1823120117
16 Oct 2022 12:32:45,0.0,0.0,0.0,161.1823120117
16 Oct 2022 12:32:47,0.0,0.0,0.0,162.4096069335
16 Oct 2022 12:32:49,0.0,0.0,0.0,162.4096069335
16 Oct 2022 12:32:51,0.0,0.0,0.0,161.9888153076
16 Oct 2022 12:32:53,0.0,0.0,0.0,159.5073547363
16 Oct 2022 12:32:55,0.0,0.0,,159.5073547363
16 Oct 2022 12:33:37,,,,
16 Oct 2022 12:33:37,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:38,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:39,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:40,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:42,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:43,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:44,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:45,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:47,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:48,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:49,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:50,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:52,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:53,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:54,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:55,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:58,0.0,0.0,0.0,0.0
16 Oct 2022 12:33:59,0.0,0.0,0.0,0.0
16 Oct 2022 12:34:00,0.0,0.0,0.0,0.0
16 Oct 2022 12:34:01,0.0,0.0,0.0,0.0
16 Oct 2022 12:34:04,,,,
16 Oct 2022 12:34:04,,,,
16 Oct 2022 12:34:04,0.0,0.0,0.0,8039550.0
16 Oct 2022 12:34:05,0.0,0.0,0.0,8039550.0
16 Oct 2022 12:34:06,0.0,0.0,0.0,8039550.0
16 Oct 2022 12:34:07,0.0,0.0,0.0,8039550.0
16 Oct 2022 12:34:09,0.0,,0.0,160.842803955
16 Oct 2022 12:34:09,0.0,,0.0,160.842803955
16 Oct 2022 12:34:09,0.0,,0.0,160.842803955
16 Oct 2022 12:34:09,0.0,,0.0,160.842803955
16 Oct 2022 12:34:09,0.0,,0.0,160.842803955
16 Oct 2022 12:34:09,0.0,,0.0,160.842803955
16 Oct 2022 12:34:09,0.0,,0.0,160.842803955
16 Oct 2022 12:34:09,0.0,0.0,0.0,158.4531097412
16 Oct 2022 12:34:10,0.0,0.0,0.0,158.4531097412
16 Oct 2022 12:34:11,0.0,0.0,0.0,158.4531097412
16 Oct 2022 12:34:12,0.0,0.0,0.0,158.4531097412
16 Oct 2022 12:34:15,,,,
16 Oct 2022 12:34:15,,,,
16 Oct 2022 12:34:15,,,,
16 Oct 2022 12:34:15,,0.0,0.0,158.4531097412
16 Oct 2022 12:34:15,,0.0,0.0,158.4531097412
